x_next,nearest_anchor,dist_to_nearest_anchor,nearest_anchor_radius,escaped_nearest_ball
"[-1.4671825170516968, 0.06477203965187073]",79,0.0004473902808967978,-0.034880004823207855,True
"[-1.4717307090759277, 0.06432657688856125]",63,0.0,-0.03711885213851929,True
"[-1.4662772417068481, 0.05255281925201416]",89,0.005719192326068878,-0.037634238600730896,True
"[-1.4622786045074463, 0.06484492868185043]",69,0.0005186320631764829,-0.0339852049946785,True
"[-1.4586925506591797, 0.06432657688856125]",76,0.0001995563507080078,-0.032405562698841095,True
"[-1.4717307090759277, 0.06432657688856125]",63,0.0,-0.03711885213851929,True
"[-1.471635103225708, 0.06199168041348457]",55,0.002336845500394702,-0.035983774811029434,True
"[-1.4717307090759277, 0.06432657688856125]",63,0.0,-0.03711885213851929,True
"[-1.4653456211090088, 0.06432657688856125]",67,0.0003986358642578125,-0.03466489538550377,True
"[-1.4717307090759277, 0.06432657688856125]",63,0.0,-0.03711885213851929,True
"[-1.469680666923523, 0.06432656943798065]",87,2.3961069018696435e-05,-0.03574325144290924,True
